Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Investigator or Source
2017.04.12.b,12-Apr-2017,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,N,afternoon,"The Surf Station, 4/13/2017"
2017.04.12.a,12-Apr-2017,2017,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",,,"E. Ritter, GSAF"
2017.04.11,11-Apr-2017,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,afternoon,"WFTV, 4/11/2017"
2017.04.10.b,10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,N,afternoon,"Brevard Times, 4/10/2017"
2017.04.10.a,10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,afternoon,"Brevard Times, 4/10/2017"
2017.04.06,06-Apr-2017,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,,"Bradenton Herald, 4/7/2017"
2017.04.05,05-Apr-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,morning,"AJC, 4/5/2017"
2017.04.02.b,02-Apr-2017,2017,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,afternoon,"Philly.com, 4/3/2017"
2017.04.02.a,02-Apr-2017,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,afternoon,Okaloosa County Sheriff's Office
2017.03.27,27-Mar-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,morning,"Orlando Sentinel, 3/27/2017"
2017.03.19,19-Mar-2017,2017,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,30,Minor,N,afternoon,"Illawarra Mercury, 1/19/2017"
2017.03.18,18-Mar-2017,2017,Boating,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,afternoon,"R. Collier, GSAF"
2017.03.11,11-Mar-2017,2017,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,,"ABS-CBN, 3/13/2017"
2017.03.09,Reported 09-Mar-2017,2017,Unprovoked,BAHAMAS,Great Exuma,,Washing hands,M,58,Abrasions & lacerations to left leg and hand,N,,"Kent Live, 3/9/2017"
2017.02.25,25-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,morning,"Perth Now, 2/27/2017"
2017.02.24,24-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,morning,"Perth Now, 2/24/2017"
2017.02.21,21-Feb-2017,2017,Unprovoked,REUNION,Saint-Andre,,Body boarding,M,26,Fatal,Y,morning,"Surfline, 2/21/2017"
2017.02.17,17-Feb-2017,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,morning,"Courier Mail, 2/18/2017"
2017.02.11,11-Feb-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,morning,"Florida Today, 2/11/2017"
2017.02.06.b,06-Feb-2017,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,,"Minor injury to finger, PROVOKED INCIDENT",N,afternoon,"O Popular, 2/7/2017"
2017.02.06.a,06-Feb-2017,2017,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,,"Shark damaged kayak, no injury to occupant",N,,"The Citizen, 2/8/2017"
2017.02.01.b,01-Feb-2017,2017,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,,,"Shark bit boat, no injury to occupants",N,,"YouTube, 2/2/2017"
2017.02.01.a,01-Feb-2017,2017,Unprovoked,BAHAMAS,Bimini,,Scuba Diving,M,37,Lacerations to upper right arm,N,,"Dutch News, 2/2/2017"
2017.01.24,24-Jan-2017,2017,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,morning,"K. McMurray, Tracking Sharks"
2017.01.22,22-Jan-2017,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,M,,Puncture wounds to lower arm or hand,N,afternoon,"TCPalm, 1/22/2017"
2017.01.21,21-Jan-2017,2017,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,morning,"ABC, 1/21/2017"
2017.01.13.b,13-Jan-2017,2017,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,Injury to hand,N,morning,"Brisbane Times,1/13/2017"
2017.01.13.a,13-Jan-2017,2017,Unprovoked,USA,Florida,Jensen Beach,,M,,Minor injury to hand,N,morning,WPTV. 1/13/2017
2017.01.09,09-Jan-2017,2017,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,morning,"Daily Mail, 1/11/2017"
2017.01.05,05-Jan-2017,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,morning,"Florida Today, 1/5/2017"
2017.01.03,03-Jan-2017,2017,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,,afternoon,"Illawarra Mercury, 1/7/2017"
2016.12.27,27-Dec-2016,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,afternoon,"TCPalm, 12/28/2016"
2016.12.24,24-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,morning,"Perth Now, 12/28/2016"
2016.12.19,19-Dec-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged",N,morning,"The Citizen, 12/19/2016"
2016.12.14,14-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,N,morning,"Perth Now, 12/15/2016"
2016.12.11.b,11-Dec-2016,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,40,Hand injured?,N,,"Tahiti Info, 12/12/2016"
2016.12.11.a,11-Dec-2016,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,,afternoon,"News Journal, 12/15/2016"
2016.12.06,06-Dec-2016,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,,Bay 93.9 Geelong
2016.12.01,01-Dec-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,morning,"B. Myatt, GSAF"
2016.11.28,28-Nov-2016,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,morning,"ABC News, 11/28/2016"
2016.11.14,14-Nov-2016,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,morning,"Maui News, 11/14/2016"
2016.10.30,30-Oct-2016,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,afternoon,"First Coast News, 10/31/2016"
2016.10.29,29-Oct-2016,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,afternoon,"First Coast News, 10/31/2016"
2016.10.24,24-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,morning,"Daily Mail, 10/24/2016"
2016.10.21,21-Oct-2016,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,afternoon,"Surfline, 10/23/2016"
2016.10.15,15-Oct-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,afternoon,"Daily Mail, 10/16/2016"
2016.10.14,14-Oct-2016,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,morning,Maui News
2016.10.12,12-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,morning,"Courier Mail, 10/12/2016"
2016.10.10,10-Oct-2016,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,afternoon,"UP Beacon, 10/12/2016"
2016.10.02,02-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,morning,"Orlando Sentinel, 10/2/2016"
2016.10.01,01-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,N,afternoon,"Orlando Sentinel, 10/2/2016"
2016.09.26,26-Sep-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,,"ABC.net.au, 09/26/2016"
2016.09.18.c,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,morning,"Orlando Sentinel, 9/19/2016"
2016.09.18.b,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,morning,"Orlando Sentinel, 9/19/2016"
2016.09.18.a,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,morning,"Orlando Sentinel, 9/19/2016"
2016.09.17.b,17-Sep-2016,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,,"R. Collier, GSAF"
2016.09.17.a,17-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,,"The Age, 9/18/2016"
2016.09.15,16-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,,"The Age, 9/16/2016"
2016.09.11,11-Sep-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60,Minor injury to arm,N,afternoon,"News4Jax, 9/11/2016"
2016.09.07,07-Sep-2016,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,afternoon,"Hawaii News Now, 9/7/2016"
2016.09.06,06-Sep-2016,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,FATAL,Y,afternoon,"TVANouvelles, 9/6/2016"
2016.09.05.b,05-Sep-2016,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,,"C. Creswell, GSAF"
2016.09.05.a,05-Sep-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,,"Perth Now, 9/5/2016"
2016.09.04,04-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,Foot bitten,N,,"Orlando Sentinel, 9/7/2016"
2016.09.01,01-Sep-2016,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,,"R. Collier, GSAF"
2016.08.29.b,29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,afternoon,"News Channel 8, 8/30/16"
2016.08.29.a,29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,afternoon,"News Channel 8, 8/30/16"
2016.08.27,27-Aug-2016,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,afternoon,"LaDepeche, 8/29/2016"
2016.08.25,25-Aug-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,afternoon,"First Coast News, 7/25/2016"
2016.08.07,07-Aug-2016,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,N,,"ABC, 8/11/2016"
2016.08.06,06-Aug-2016,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,afternoon,"SUP, 8/9/2015"
2016.08.04,04-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,,"News 965, 8/5/2016"
2016.07.29,29-Jul-2016,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,morning,"Informacion.es, 7/29/2016"
2016.07.28.R,28-Jul-2016,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,,"Klassick, 7/28/2016"
2016.07.28,28-Jul-2016,2016,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,,"ABC Australia, 7/28/2016"
2016.07.27,27-Jul-2016,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,,"Tampa Bay Times, 7/27/2016"
2016.07.26,26-Jul-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,morning,"Gold Coast Bulletin, 7/28/2016"
2016.07.24,24-Jul-2016,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,afternoon,"Japan Times, 7/25/2016"
2016.07.23.b,23-Jul-2016,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,,"C. Black, GSAF"
2016.07.23.a,23-Jul-2016,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,,Lacerations to face and right leg,N,,"KWTX, 7/23/2016"
2016.07.20,20-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,,"Nine News, 7/20/2016"
2016.07.17,17-Jul-2016,2016,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,,,"No injury, shark bit trolling motor",N,,"Al.com, 7/19/2016"
2016.07.16.b,16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,,"Orlando Sentinel, 7/21/2016"
2016.07.16.a,16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,F,11,Minor injury to toes,N,morning,"Orlando Sentinel, 7/21/2016"
2016.07.15.b,15-Jul-2016,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged",N,afternoon,"R. Collier, GSAF"
2016.07.15.a,15-Jul-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,,"C. Creswell, GSAF"
2016.07.14.R,Reported  14-Jul-2016,2016,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,M,,Face bruised when partly blind shark collided with him,N,,"GrindTV, 7/14/2016"
2016.07.08.R,Reported 08-Jul-2016,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,La Opinion de Tenerife
2016.07.08,08-Jul-2016,2016,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,,"No injury. Hull bitten, tooth fragment recovered",N,,"R. Collier, GSAF"
2016.07.07.b,07-Jul-2016,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,morning,Salem News 7/8/2016
2016.07.07.a,07-Jul-2016,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,,"No injury. Hull bitten, tooth fragment recovered",N,,"R. Collier, GSAF"
2016.07.06,06-Jul-2016,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,afternoon,"Florida Today, 7/6/2016"
2016.07.04,04-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,,"Cairns Post, 7/9/2016"
2016.06.27,27-Jun-2016,2016,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35,Minor injury,N,afternoon,"C. Creswell, GSAF"
2016.06.25,25-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,afternoon,"C. Creswell, GSAF"
2016.06.24,24-Jun-2016,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,Severe bite to right hand,N,morning,Dr. A. Velez
2016.06.23,23-Jun-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,N,,"News 24, 6/23/2016"
2016.06.21.b,21-Jun-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,afternoon,"C. Creswell, GSAF"
2016.06.21.a,21-Jun-2016,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,Injuries to right calf,N,afternoon,"Florida Today, 6/22/2016"
2016.06.15.b,15-Jun-2016,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,morning,"West Hawaii Today, 6/16/2016"
2016.06.15.a,15-Jun-2016,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,,"Perth Now, 6/16/2016"
2016.06.14,14-Jun-2016,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,N,afternoon,"Click2Houston, 6/14/2016"
2016.06.11,11-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,afternoon,"C. Creswell, GSAF"
2016.06.07,07-Jun-2016,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",,morning,"C. Creswell, GSAF"
2016.06.05.b,05-Jun-2016,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,morning,"Daytona Beach News-Journal, 6/5/2016"
2016.06.05.a,05-Jun-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,morning,"B. Myatt, GSAF"
2016.06.04,04-Jun-2016,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,morning,"Ahram Online, 6/4/2016"
2016.06.02.b,02-Jun-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,,"No injury, but sharks repeatedly hit their fins and guns",,,"Gold Coast Bulletin, 6/4/2016"
2016.06.02.a,02-Jun-2016,2016,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,M,,Laceration to heel,N,afternoon,"Les Nouvelles Caledoniennes, 6/3/2016"
2016.05.31,31-May-2016,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,afternoon,"Perth Now, 5/31/2016"
2016.05.29.b,29-May-2016,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,afternoon,"R. Collier, GSAF"
2016.05.29.a,29-May-2016,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,afternoon,"News4Jax, 5/29/2016"
2016.05.22,22-May-2016,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,N,morning,"Florida Today, 5/22/2016"
2016.05.21.b,21-May-2016,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,afternoon,"ABC Action News, 6/15/2016"
2016.05.21.a,21-May-2016,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",N,afternoon,"Action News Jax, 5/23/2016"
2016.05.18,18-May-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,,"News4Jax, 5/19/2016"
2016.05.15,15-May-2016,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,morning,"CBS News, 5/16/2016"
2016.05.03,03-May-2016,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,Minor lacerations to right shoulder,N,afternoon,"Maui Now, 5/3/2016"
2016.05.02,02-May-2016,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,afternoon,Radio New Zealand  5/3/2016
2016.04.25,25-Apr-2016,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,Elbow bitten,N,morning,"News.com.au, 4/26/2016"
2016.04.23,23-Apr-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,N,afternoon,"News4Jax, 4/23/2016"
2016.04.22,22-Apr-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,,"No injury, surf-ski bitten",N,morning,"Knysna-Plett Herald, 4/22/2016"
2016.04.19,19-Apr-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,N,morning,"Gold Coast Bulletin, 4/19/2016"
2016.04.18.b,18-Apr-2016,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,N,morning,"TNTV News, 4/19/2016"
2016.04.18.a,18-Apr-2016,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,morning,"Tahiti Infos, 4/19/2016"
2016.04.13,13-Apr-2016,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,Multiple bites to right arm,N,,"Palm Beach Post, 4/13/2016"
2016.04.09,09-Apr-2016,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,FATAL,Y,morning,Les Nouvelles Caledonnie. 4/11/2016
2016.04.07.b,07-Apr-2016,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,N,,
2016.03.31,31-Mar-2016,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,N,morning,"Maui Now, 3/31/2016"
2016.03.30,30-Mar-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,Severe injury to thigh,N,afternoon,"Daily Telegraph, 3/30/2016"
2016.03.28.b,28-Mar-2016,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",,M,,Minor injury to arm. Possibly caused by smalll nurse shark,,,"Fox 35, 3/30/2015"
2016.03.28.a,28-Mar-2016,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,"No injury, board dented",N,morning,"B. Myatt, GSAF"
